"Country","ISO3","Region","income category","HepBintroduced","HepBintroducedBirth","HepB3dose","HepBbirth","schedule","PreU5EstPre","PreU5EstPreLowCI","PreU5EstPreHighCI","PreU5EstCar","PreU5EstCarLowCI","PreU5EstCarHighCI","PreGPEstPre","PreGPEstPreLowCI","PreGPEstPreHighCI","PreGPEstCar","PreGPEstCarLowCI","PreGPEstCarHighCI","PostU5EstPre","PostU5EstPreLowCI","PostU5EstPreHighCI","PostU5EstCar","PostU5EstCarLowCI","PostU5EstCarHighCI","PostGPEstPre","PostGPEstPreLowCI","PostGPEstPreHighCI","PostGPEstCar","PostGPEstCarLowCI","PostGPEstCarHighCI","NumCarPrevU5","NumCarPrevU5LowCI","NumCarPrevU5HighCI","NumCarPrevGP","NumCarPrevGPLowCI","NumCarPrevGPHighCI","pop1990","pop1991","pop1992","pop1993","pop1994","pop1995","pop1996","pop1997","pop1998","pop1999","pop2000","pop2001","pop2002","pop2003","pop2004","pop2005","pop2006","pop2007","pop2008","pop2009","pop2010","pop2011","pop2012","pop2013","pop2014","pop2015","U51990","U51995","U52000","U52005","U52010","U52015","births-1980-1985","births-1985-1990","births-1990-1995","births-1995-2000","births-2000-2005","births-2005-2010","births-2010-2015","InfMort1985-1990","InfMort1990-1995","InfMort1995-2000","InfMort2000-2005","InfMort2005-2010","InfMort2010-2015","UrbPop1990","UrbPop1995","UrbPop2000","UrbPop2005","UrbPop2010","UrbPop2015","Cov_HepB_BD_2015","Cov_HepB_BD_2014","Cov_HepB_BD_2013","Cov_HepB_BD_2012","Cov_HepB_BD_2011","Cov_HepB_BD_2010","Cov_HepB_BD_2009","Cov_HepB_BD_2008","Cov_HepB_BD_2007","Cov_HepB_BD_2006","Cov_HepB_BD_2005","Cov_HepB_BD_2004","Cov_HepB_BD_2003","Cov_HepB_BD_2002","Cov_HepB_BD_2001","Cov_HepB_BD_2000","Cov_HepB3_2015","Cov_HepB3_2014","Cov_HepB3_2013","Cov_HepB3_2012","Cov_HepB3_2011","Cov_HepB3_2010","Cov_HepB3_2009","Cov_HepB3_2008","Cov_HepB3_2007","Cov_HepB3_2006","Cov_HepB3_2005","Cov_HepB3_2004","Cov_HepB3_2003","Cov_HepB3_2002","Cov_HepB3_2001","Cov_HepB3_2000","Cov_HepB3_1999","Cov_HepB3_1998","Cov_HepB3_1997","Cov_HepB3_1996","Cov_HepB3_1995","Cov_HepB3_1994","Cov_HepB3_1993","Cov_HepB3_1992","Cov_HepB3_1991","Cov_HepB3_1990","PreU5EstPre-region","PreU5EstPreLowCI-region","PreU5EstPreHighCI-region","PreU5EstCar-region","PreU5EstCarLowCI-region","PreU5EstCarHighCI-region","PreGPEstPre-region","PreGPEstPreLowCI-region","PreGPEstPreHighCI-region","PreGPEstCar-region","PreGPEstCarLowCI-region","PreGPEstCarHighCI-region","PostU5EstPre-region","PostU5EstPreLowCI-region","PostU5EstPreHighCI-region","PostU5EstCar-region","PostU5EstCarLowCI-region","PostU5EstCarHighCI-region","PostGPEstPre-region","PostGPEstPreLowCI-region","PostGPEstPreHighCI-region","PostGPEstCar-region","PostGPEstCarLowCI-region","PostGPEstCarHighCI-region","NumCarPrevU5-region","NumCarPrevU5LowCI-region","NumCarPrevU5HighCI-region","NumCarPrevGP-region","NumCarPrevGPLowCI-region","NumCarPrevGPHighCI-region","PreU5EstPre-income","PreU5EstPreLowCI-income","PreU5EstPreHighCI-income","PreU5EstCar-income","PreU5EstCarLowCI-income","PreU5EstCarHighCI-income","PreGPEstPre-income","PreGPEstPreLowCI-income","PreGPEstPreHighCI-income","PreGPEstCar-income","PreGPEstCarLowCI-income","PreGPEstCarHighCI-income","PostU5EstPre-income","PostU5EstPreLowCI-income","PostU5EstPreHighCI-income","PostU5EstCar-income","PostU5EstCarLowCI-income","PostU5EstCarHighCI-income","PostGPEstPre-income","PostGPEstPreLowCI-income","PostGPEstPreHighCI-income","PostGPEstCar-income","PostGPEstCarLowCI-income","PostGPEstCarHighCI-income","NumCarPrevU5-income","NumCarPrevU5LowCI-income","NumCarPrevU5HighCI-income","NumCarPrevGP-income","NumCarPrevGPLowCI-income","NumCarPrevGPHighCI-income"
"Canada","CAN","PAHO","High income",2002.00,2016.00,55.00,,,0.52,0.42,0.63,10.05,8.14,12.29,0.74,0.63,0.87,252.53,213.11,295.36,0.45,0.36,0.56,8.81,7.05,10.87,0.74,0.62,0.87,251.50,212.30,294.70,1.21,0.12,2.39,25.21,20.71,30.08,27692.68,28044.60,28384.35,28711.30,29026.18,29330.07,29622.13,29903.15,30178.13,30453.88,30735.77,31024.73,31320.88,31627.80,31949.41,32287.98,32645.48,33019.93,33404.54,33789.83,34168.66,34538.62,34900.70,35255.49,35604.72,35949.70,1930.54,1986.68,1793.37,1716.57,1882.52,1943.66,1836.55,1884.16,1952.02,1736.20,1662.03,1846.62,1918.85,7.40,6.24,5.35,5.26,5.09,4.72,76.58,77.67,79.47,80.12,80.93,81.82,,,,,,,,,,,,,,,,,55.00,55.00,55.00,70.00,70.00,56.00,42.00,28.00,14.00,14.00,14.00,14.00,14.00,,,,,,,,,,,,,,0.50,0.33,1.14,373.00,250.00,852.00,0.65,0.47,1.35,5957.00,4251.00,12318.00,0.16,0.09,0.53,123.00,69.00,393.00,0.58,0.41,1.23,5335.00,3781.00,11274.00,249.00,171.00,482.00,1052.00,720.00,2315.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Chile","CHL","PAHO","High income",2005.00,2016.00,97.00,,,0.50,0.24,0.95,5.86,2.79,11.16,0.72,0.35,1.33,120.01,58.32,222.98,0.41,0.19,0.81,4.83,2.24,9.45,0.71,0.34,1.31,118.57,57.84,219.59,1.00,0.10,2.47,15.60,7.54,28.98,13242.13,13457.24,13671.03,13882.66,14091.38,14296.61,14497.82,14694.83,14887.75,15076.95,15262.75,15444.96,15623.63,15799.54,15973.77,16147.06,16319.79,16491.68,16661.94,16829.44,16993.35,17153.35,17309.74,17462.98,17613.79,17762.68,1428.55,1398.96,1319.18,1253.49,1241.50,1196.95,1353.61,1456.64,1419.27,1334.04,1264.42,1251.09,1205.13,17.97,13.47,10.51,8.36,7.82,7.35,83.27,84.54,86.07,87.44,88.58,89.53,,,,,,,,,,,,,,,,,97.00,95.00,90.00,90.00,94.00,92.00,94.00,95.00,92.00,95.00,,,,,,,,,,,,,,,,,0.50,0.33,1.14,373.00,250.00,852.00,0.65,0.47,1.35,5957.00,4251.00,12318.00,0.16,0.09,0.53,123.00,69.00,393.00,0.58,0.41,1.23,5335.00,3781.00,11274.00,249.00,171.00,482.00,1052.00,720.00,2315.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Colombia","COL","PAHO","Upper middle income",1994.00,2000.00,91.00,87.00,"birth, 2, 4, 6 months",0.66,0.49,0.90,24.70,18.21,33.53,0.94,0.71,1.25,416.19,316.17,558.15,0.10,0.07,0.14,3.70,2.47,5.21,0.78,0.59,1.04,345.07,263.03,462.43,20.97,15.35,28.77,80.70,61.01,109.46,34271.56,34916.76,35558.68,36195.16,36823.53,37441.97,38049.03,38645.41,39234.06,39819.27,40403.95,40988.90,41572.49,42152.15,42724.16,43285.63,43835.72,44374.57,44901.54,45416.18,45918.09,46406.64,46881.47,47342.98,47791.91,48228.69,4340.59,4351.07,4151.61,4112.84,3929.00,3738.27,4504.47,4523.11,4493.33,4269.43,4212.84,4020.99,3820.45,35.34,27.62,23.98,20.47,19.04,17.90,68.27,70.51,72.07,73.58,75.03,76.43,87.00,86.00,82.00,85.00,85.00,87.00,89.00,92.00,93.00,80.00,87.00,86.00,85.00,83.00,82.00,82.00,91.00,90.00,91.00,92.00,85.00,88.00,92.00,92.00,93.00,93.00,93.00,89.00,92.00,78.00,80.00,78.00,77.00,75.00,85.00,95.00,71.00,,,,,,0.50,0.33,1.14,373.00,250.00,852.00,0.65,0.47,1.35,5957.00,4251.00,12318.00,0.16,0.09,0.53,123.00,69.00,393.00,0.58,0.41,1.23,5335.00,3781.00,11274.00,249.00,171.00,482.00,1052.00,720.00,2315.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Costa Rica","CRI","PAHO","Upper middle income",1996.00,2001.00,92.00,89.00,,0.43,0.30,0.59,1.49,1.03,2.06,0.61,0.43,0.82,27.23,19.29,36.67,0.06,0.04,0.09,0.20,0.13,0.31,0.53,0.37,0.71,23.57,16.67,31.71,1.28,0.89,1.82,4.22,2.93,5.82,3095.99,3175.64,3257.46,3341.00,3425.69,3510.92,3596.73,3682.72,3767.37,3848.72,3925.44,3996.79,4063.20,4125.97,4187.03,4247.84,4308.79,4369.46,4429.50,4488.26,4545.28,4600.47,4654.12,4706.40,4757.57,4807.85,400.13,405.55,394.02,360.74,360.61,350.32,377.93,407.68,411.82,399.10,364.95,364.48,353.83,17.37,14.56,12.36,10.89,10.02,9.33,50.00,54.55,59.04,65.66,71.73,76.82,89.00,89.00,90.00,90.00,88.00,86.00,87.00,87.00,88.00,88.00,89.00,89.00,86.00,87.00,87.00,,92.00,91.00,94.00,91.00,84.00,89.00,87.00,89.00,89.00,88.00,90.00,89.00,86.00,94.00,80.00,89.00,83.00,86.00,76.00,,,,,,,,0.50,0.33,1.14,373.00,250.00,852.00,0.65,0.47,1.35,5957.00,4251.00,12318.00,0.16,0.09,0.53,123.00,69.00,393.00,0.58,0.41,1.23,5335.00,3781.00,11274.00,249.00,171.00,482.00,1052.00,720.00,2315.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Cuba","CUB","PAHO","Upper middle income",1992.00,2000.00,96.00,99.00,,0.87,0.40,1.71,5.11,2.36,10.07,1.25,0.56,2.41,134.63,60.52,260.06,0.10,0.04,0.20,0.56,0.25,1.19,1.07,0.48,2.07,116.05,52.38,223.78,4.54,2.09,8.80,20.56,9.25,39.97,10582.08,10663.58,10733.36,10794.13,10850.58,10906.04,10961.01,11013.98,11064.09,11110.00,11150.73,11186.54,11217.99,11244.88,11266.94,11284.25,11296.23,11303.68,11309.75,11318.60,11333.05,11354.65,11382.14,11412.16,11439.76,11461.43,896.07,810.49,753.52,667.84,607.20,629.36,823.81,915.71,829.81,766.64,681.27,622.14,637.11,13.00,9.94,7.98,6.13,5.68,5.49,73.36,74.27,75.32,76.13,76.59,77.07,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,98.00,99.00,99.00,99.00,99.00,99.00,96.00,96.00,96.00,96.00,96.00,96.00,96.00,95.00,93.00,89.00,95.00,99.00,99.00,98.00,98.00,98.00,99.00,98.00,98.00,99.00,99.00,98.00,"84",,,,0.50,0.33,1.14,373.00,250.00,852.00,0.65,0.47,1.35,5957.00,4251.00,12318.00,0.16,0.09,0.53,123.00,69.00,393.00,0.58,0.41,1.23,5335.00,3781.00,11274.00,249.00,171.00,482.00,1052.00,720.00,2315.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Dominica","DMA","PAHO","Upper middle income",2006.00,2016.00,98.00,,,0.92,0.16,6.93,0.06,0.01,0.43,1.31,0.23,9.60,0.49,0.08,3.61,0.74,0.13,5.72,0.05,0.01,0.35,1.29,0.22,9.47,0.48,0.08,3.56,0.01,0.00,0.08,0.08,0.01,0.61,70.92,70.84,70.97,71.21,71.37,71.36,71.14,70.75,70.29,69.90,69.67,69.67,69.82,70.09,70.37,70.62,70.80,70.95,71.07,71.22,71.44,71.71,72.04,72.40,72.77,73.16,,,,,,,,,,,,,,,,,,,,63.07,64.83,65.26,66.60,68.09,69.53,,,,,,,,,,,,,,,,,98.00,97.00,96.00,97.00,98.00,98.00,99.00,96.00,93.00,7.00,,,,,,,,,,,,,,,,,0.50,0.33,1.14,373.00,250.00,852.00,0.65,0.47,1.35,5957.00,4251.00,12318.00,0.16,0.09,0.53,123.00,69.00,393.00,0.58,0.41,1.23,5335.00,3781.00,11274.00,249.00,171.00,482.00,1052.00,720.00,2315.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Dominican Republic","DOM","PAHO","Upper middle income",1997.00,2001.00,81.00,64.00,,2.71,1.66,4.40,28.80,17.60,46.69,3.80,2.39,6.00,360.11,225.83,567.94,0.65,0.37,1.07,6.85,3.96,11.35,3.21,1.97,5.03,303.49,186.73,476.27,21.94,13.34,35.65,74.35,46.13,119.65,7183.64,7325.62,7468.55,7611.46,7753.05,7892.42,8029.11,8163.47,8296.37,8429.11,8562.62,8697.12,8832.28,8967.76,9102.99,9237.56,9371.33,9504.35,9636.52,9767.75,9897.98,10027.09,10154.95,10281.29,10405.84,10528.39,987.91,1026.80,1019.82,1053.69,1065.81,1062.22,1027.06,1056.53,1080.77,1066.36,1094.18,1100.63,1091.84,62.90,47.63,41.32,34.93,29.56,25.07,55.22,57.59,61.74,67.36,73.75,78.98,64.00,67.00,63.00,59.00,67.00,65.00,58.00,54.00,46.00,75.00,75.00,66.00,66.00,66.00,66.00,,81.00,89.00,80.00,74.00,80.00,83.00,80.00,81.00,81.00,84.00,87.00,82.00,79.00,63.00,66.00,68.00,76.00,62.00,,,,,,,,,0.50,0.33,1.14,373.00,250.00,852.00,0.65,0.47,1.35,5957.00,4251.00,12318.00,0.16,0.09,0.53,123.00,69.00,393.00,0.58,0.41,1.23,5335.00,3781.00,11274.00,249.00,171.00,482.00,1052.00,720.00,2315.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Ecuador","ECU","PAHO","Upper middle income",1999.00,2012.00,78.00,75.00,,1.32,0.63,2.34,21.28,10.16,37.64,1.88,0.90,3.24,272.96,131.45,471.23,0.42,0.20,0.77,6.78,3.26,12.32,1.81,0.88,3.13,263.18,127.64,455.31,14.26,6.85,25.60,52.39,25.05,92.80,10218.09,10460.99,10705.66,10951.20,11196.47,11440.58,11683.47,11924.99,12163.88,12398.69,12628.59,12852.75,13072.06,13289.60,13509.64,13735.23,13967.48,14205.45,14447.56,14691.27,14934.69,15177.35,15419.66,15661.54,15903.11,16144.36,1417.15,1480.01,1519.21,1517.59,1574.40,1610.33,1424.29,1511.21,1555.19,1580.47,1566.58,1616.21,1648.23,55.04,43.11,33.79,27.09,23.37,21.06,55.09,57.76,60.29,61.71,62.69,63.74,75.00,79.00,69.00,16.00,,,,,,,,,,,,,78.00,83.00,87.00,88.00,88.00,90.00,91.00,93.00,94.00,96.00,92.00,88.00,82.00,75.00,69.00,36.00,,,,,,,,,,,0.50,0.33,1.14,373.00,250.00,852.00,0.65,0.47,1.35,5957.00,4251.00,12318.00,0.16,0.09,0.53,123.00,69.00,393.00,0.58,0.41,1.23,5335.00,3781.00,11274.00,249.00,171.00,482.00,1052.00,720.00,2315.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"El Salvador","SLV","PAHO","Lower middle income",1998.00,2015.00,91.00,75.00,,1.72,0.11,17.87,8.92,0.59,92.93,2.44,0.17,24.70,136.60,9.30,1384.52,1.08,0.07,12.49,5.63,0.36,64.96,2.35,0.16,23.49,131.98,9.07,1316.54,3.39,0.22,35.00,25.28,1.76,261.77,5254.98,5326.65,5400.33,5474.00,5544.94,5611.11,5671.92,5727.75,5778.70,5825.18,5867.62,5905.96,5940.30,5971.53,6000.77,6028.96,6056.47,6083.47,6110.30,6137.27,6164.62,6192.56,6221.24,6250.77,6281.18,6312.47,744.43,774.72,749.44,650.07,604.17,580.05,840.58,819.00,822.19,782.92,673.62,622.29,594.74,60.57,41.12,29.11,23.59,20.72,17.02,49.23,53.96,58.91,61.64,64.28,66.72,75.00,,,,,,,,,,,,,,,,91.00,93.00,92.00,92.00,89.00,89.00,91.00,98.00,99.00,96.00,89.00,90.00,94.00,81.00,75.00,99.00,1.00,,,,,,,,,,0.50,0.33,1.14,373.00,250.00,852.00,0.65,0.47,1.35,5957.00,4251.00,12318.00,0.16,0.09,0.53,123.00,69.00,393.00,0.58,0.41,1.23,5335.00,3781.00,11274.00,249.00,171.00,482.00,1052.00,720.00,2315.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Grenada","GRD","PAHO","Upper middle income",2000.00,2016.00,92.00,,,1.04,0.13,8.06,0.10,0.01,0.81,1.48,0.17,11.09,1.44,0.16,10.76,0.84,0.10,6.82,0.08,0.01,0.68,1.44,0.16,10.81,1.39,0.16,10.48,0.02,0.00,0.14,0.24,0.03,1.83,96.28,96.45,97.19,98.30,99.40,100.25,100.79,101.12,101.30,101.44,101.61,101.84,102.10,102.37,102.65,102.94,103.25,103.58,103.93,104.29,104.67,105.07,105.48,105.90,106.36,106.82,14.80,11.82,10.45,9.26,9.69,9.93,15.35,15.48,12.17,10.46,9.60,10.00,10.24,22.11,17.53,13.87,12.03,10.18,9.58,33.42,34.54,35.87,35.91,35.68,35.59,,,,,,,,,,,,,,,,,92.00,97.00,97.00,97.00,94.00,97.00,99.00,99.00,96.00,91.00,99.00,83.00,97.00,98.00,96.00,,,,,,,,,,,,0.50,0.33,1.14,373.00,250.00,852.00,0.65,0.47,1.35,5957.00,4251.00,12318.00,0.16,0.09,0.53,123.00,69.00,393.00,0.58,0.41,1.23,5335.00,3781.00,11274.00,249.00,171.00,482.00,1052.00,720.00,2315.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Guatemala","GTM","PAHO","Lower middle income",2004.00,2010.00,74.00,32.00,,0.14,0.09,0.22,2.94,1.85,4.54,0.20,0.13,0.30,28.38,18.48,42.33,0.06,0.04,0.10,1.33,0.82,2.06,0.19,0.12,0.29,27.45,17.77,40.93,1.60,0.99,2.53,7.09,4.50,10.69,9263.81,9483.27,9708.54,9938.69,10172.29,10408.48,10646.67,10887.63,11133.50,11387.20,11650.74,11924.94,12208.84,12500.47,12796.92,13096.02,13397.00,13700.28,14006.36,14316.20,14630.41,14948.91,15271.05,15596.21,15923.55,16252.42,1579.82,1766.97,1895.15,1991.12,1948.26,1994.02,1657.65,1725.71,1902.85,2014.95,2089.44,2021.78,2055.17,68.10,55.33,44.94,37.25,31.26,26.94,41.11,43.11,45.12,47.17,49.32,51.57,32.00,22.00,32.00,35.00,31.00,15.00,,,,,,,,,,,74.00,73.00,85.00,96.00,88.00,94.00,92.00,95.00,85.00,89.00,87.00,,,,,,,,,,,,,,,,0.50,0.33,1.14,373.00,250.00,852.00,0.65,0.47,1.35,5957.00,4251.00,12318.00,0.16,0.09,0.53,123.00,69.00,393.00,0.58,0.41,1.23,5335.00,3781.00,11274.00,249.00,171.00,482.00,1052.00,720.00,2315.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Guyana","GUY","PAHO","Upper middle income",2000.00,2016.00,95.00,,,2.36,0.12,36.22,1.58,0.08,24.26,3.36,0.18,44.37,23.45,1.26,309.73,1.93,0.10,33.17,1.30,0.07,22.22,3.23,0.17,43.64,22.52,1.21,304.60,0.27,0.01,3.26,4.69,0.25,64.45,743.30,744.28,748.13,753.48,758.34,761.29,761.86,760.51,757.95,755.27,753.30,752.26,751.88,751.85,751.65,750.94,749.60,747.86,746.31,745.69,746.55,749.10,753.09,758.08,763.39,768.51,89.88,99.61,95.93,83.23,74.73,75.16,120.56,107.42,106.40,102.19,90.86,79.99,79.74,49.86,44.92,40.47,36.54,34.39,33.21,29.58,29.13,28.69,28.30,28.23,28.55,,,,,,,,,,,,,,,,,95.00,98.00,98.00,97.00,93.00,95.00,98.00,93.00,94.00,93.00,93.00,91.00,90.00,91.00,85.00,,,,,,,,,,,,0.50,0.33,1.14,373.00,250.00,852.00,0.65,0.47,1.35,5957.00,4251.00,12318.00,0.16,0.09,0.53,123.00,69.00,393.00,0.58,0.41,1.23,5335.00,3781.00,11274.00,249.00,171.00,482.00,1052.00,720.00,2315.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Haiti","HTI","PAHO","Low income",2012.00,2016.00,60.00,,,2.34,1.64,3.32,28.93,20.27,41.10,3.28,2.34,4.56,311.00,221.30,431.88,2.18,1.49,3.11,26.93,18.46,38.52,3.28,2.34,4.56,311.00,221.30,431.88,2.02,0.27,4.28,71.28,49.95,100.33,7099.73,7243.39,7386.97,7530.70,7674.91,7819.80,7965.55,8111.95,8258.48,8404.39,8549.20,8692.56,8834.73,8976.55,9119.17,9263.40,9409.45,9556.88,9705.02,9852.87,9999.61,10145.05,10289.21,10431.77,10572.46,10711.06,1158.57,1185.89,1218.64,1226.03,1247.66,1237.54,1290.56,1317.17,1324.02,1336.19,1324.48,1340.42,1320.43,100.95,85.78,70.25,56.04,52.21,46.94,28.51,32.59,35.60,44.08,52.01,58.64,,,,,,,,,,,,,,,,,60.00,48.00,68.00,,,,,,,,,,,,,,,,,,,,,,,,0.50,0.33,1.14,373.00,250.00,852.00,0.65,0.47,1.35,5957.00,4251.00,12318.00,0.16,0.09,0.53,123.00,69.00,393.00,0.58,0.41,1.23,5335.00,3781.00,11274.00,249.00,171.00,482.00,1052.00,720.00,2315.00,5.94,4.67,8.81,6080.00,4779.00,9014.00,7.72,6.19,11.93,41352.00,33157.00,63952.00,5.08,3.94,7.32,5200.00,4032.00,7486.00,7.51,6.03,11.48,40245.00,32323.00,61542.00,881.00,112.00,2182.00,12450.00,9863.00,18098.00
"Honduras","HND","PAHO","Lower middle income",1999.00,2007.00,85.00,72.00,,1.26,0.07,15.48,10.31,0.59,126.34,1.77,0.10,20.62,128.71,7.48,1495.72,0.27,0.01,3.73,2.20,0.12,30.42,1.56,0.09,18.51,113.07,6.61,1342.93,8.13,0.47,94.93,28.54,1.69,341.40,4955.32,5099.95,5247.83,5398.80,5552.62,5709.05,5867.84,6028.88,6192.02,6357.22,6524.28,6693.06,6863.15,7033.82,7204.15,7373.43,7541.40,7707.97,7872.65,8035.02,8194.77,8351.60,8505.64,8657.78,8809.21,8960.82,857.54,947.55,1003.49,1029.53,999.74,954.68,848.17,915.79,999.48,1048.20,1069.90,1037.07,988.08,52.96,43.02,35.04,31.20,29.42,27.77,40.46,42.94,45.45,48.51,51.69,54.73,72.00,69.00,62.00,63.00,77.00,78.00,72.00,61.00,44.00,,,,,,,,85.00,85.00,87.00,88.00,91.00,95.00,98.00,93.00,94.00,95.00,98.00,94.00,92.00,95.00,96.00,94.00,,,,,,,,,,,0.50,0.33,1.14,373.00,250.00,852.00,0.65,0.47,1.35,5957.00,4251.00,12318.00,0.16,0.09,0.53,123.00,69.00,393.00,0.58,0.41,1.23,5335.00,3781.00,11274.00,249.00,171.00,482.00,1052.00,720.00,2315.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Jamaica","JAM","PAHO","Upper middle income",2002.00,2016.00,91.00,,,2.42,1.55,3.54,4.93,3.15,7.21,3.39,2.25,4.86,87.84,58.19,125.82,2.00,1.25,2.98,4.07,2.56,6.08,3.32,2.20,4.76,85.88,57.00,123.12,0.86,0.10,1.72,14.00,8.91,20.33,2424.24,2443.68,2465.36,2488.78,2513.04,2537.44,2561.99,2586.82,2611.36,2634.88,2656.86,2677.01,2695.44,2712.51,2728.77,2744.67,2760.27,2775.46,2790.12,2804.08,2817.21,2829.49,2840.99,2851.80,2862.08,2871.93,293.20,291.55,289.01,257.49,230.56,206.59,322.17,312.83,302.59,295.54,269.59,256.80,244.96,25.92,22.63,21.56,19.96,17.88,15.03,49.44,50.61,51.81,52.81,53.74,54.78,,,,,,,,,,,,,,,,,91.00,92.00,93.00,96.00,92.00,94.00,90.00,92.00,92.00,97.00,99.00,98.00,36.00,,,,,,,,,,,,,,0.50,0.33,1.14,373.00,250.00,852.00,0.65,0.47,1.35,5957.00,4251.00,12318.00,0.16,0.09,0.53,123.00,69.00,393.00,0.58,0.41,1.23,5335.00,3781.00,11274.00,249.00,171.00,482.00,1052.00,720.00,2315.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
